reviewId,userName,content,score,at
93f62441-47dc-4d40-9a93-bdd59f10a605,Elaiza dela Cruz,"lol, matchmaking?",1,2023-11-04 21:24:09
ba2169d2-f26b-4e42-b987-27908d19afe4,soya bean,Fu*k with ur matchmaking,1,2023-11-04 21:21:05
e22d9350-3ca3-4725-bfff-4d2e11941b5f,Kenneth Villaronte,Your ml is very rotten jusko rotten rotten rotten rotten rotten very laggy when it won't be rotten then the players are idiots okay fix your ml I'll report your company you guys.,1,2023-11-04 20:57:54
471cfc07-07f2-4be3-89c7-64324881de9e,Gerline bacunata,where is m3? nah. worst app tbh,1,2023-11-04 19:51:38
82bb7db8-24ff-4476-9671-6133170e4a67,Neil Brian M. Ramos,Misskonasiya,1,2023-11-04 19:48:30
09e1df67-dd68-471b-86d2-36cbea98b8df,deiancerina,😞,1,2023-11-04 19:25:00
b48624c1-ef54-450b-b61a-f9d89c9e9031,Edralin paala baldea Fernandez,I love this game it gave me an inspiration to never giving up even if it's only a game,4,2023-11-04 18:15:45
a61a484f-60b2-4592-bf7a-69fd71acebd3,Windel Alea,Please give me skin aldous so boring no skin moonton can you give me Aldous collector 🙏🙏🙏🙏help me,2,2023-11-04 17:51:10
d73cd271-1658-4a50-a2f6-e5e47847940a,Nicole Caparon,Not sure,1,2023-11-04 17:51:05
1c14429f-0728-4878-b4d2-a3524806eaa0,WMZULKIFLY WOMAR,Neraka memang tempat kau la babi game kafir menyusahkan orang kau faham x manusia ni bukan macam robot nk main beribu match baru menang babi game sampah,5,2023-11-04 17:07:18
950774a8-4622-4305-b231-00562f697cc3,Angel Joyce Helsano,SO ENJOY 💖,5,2023-11-04 16:59:25
2cdc2e98-3a0b-4158-a6f8-b00defb0e632,Melanio Peria,Sobrang bulok ang match making nyo!,1,2023-11-04 16:58:03
1c02c57a-61d4-45c9-a2a0-be6eddd4aa78,vicente chan,Nice job,5,2023-11-04 16:57:09
4da08e1f-7a04-419e-94f2-b6c8ef31e113,Jearah Mae Empamano,I don't like the match making process,1,2023-11-04 16:57:06
4972589e-e0a0-486d-a278-1fac2ab6981d,JC Goh,The opponent always gets good players and my teammates always troll. win 1 match lose 2 matches then win 2 matches lose 3 matches then win 1 match lose 2 matches.,2,2023-11-04 16:57:02
981bcb76-acd1-48ac-9f1a-6a362932b150,Nikki Barrios,We want Estes.,1,2023-11-04 16:56:11
cfdf57f6-7b39-4430-ad6d-faa15f4b7cb4,Jelyn Suarez,stupid match making,1,2023-11-04 16:55:50
17255fb4-8c6d-40cf-86d3-d452e01cb742,Strikers Estayo,At first it's good to play but when you reach the top it's become so boring....,1,2023-11-04 16:55:10
7405f227-3a71-4179-991c-3bb070384f8a,Jeanessa Canoy,So disrespectful,1,2023-11-04 16:54:29
5161a136-e0c9-42e2-bc0d-9ccb73506f69,Ryan Gualdalajara,bias to M3 champion.... no highlights to them for the M5....,1,2023-11-04 16:54:18
b0c546a4-1f20-4f99-aea0-cfa8527bf102,julieann penaranda,be fair. bias kayo. panget ng match making nyo,1,2023-11-04 16:51:54
56cd1ff0-8c0c-4bca-9aec-75f9b7942281,Mhel Gabrielle Galagaran,Bring Back the HFR mode,1,2023-11-04 16:48:50
5b9da20f-8abc-434a-8d2b-204b723c6b97,폴셰란,boooooo,1,2023-11-04 16:47:27
ad773443-cc6c-4a0c-aed5-f6834440a6d4,Jack Big,"boleh lah, kadang moontoon bongok juga",3,2023-11-04 16:46:38
3c547026-61e3-4fd2-a902-e82092418bef,Nugu ?,We want Estes M3 Skin.,1,2023-11-04 16:46:19
032100bc-d707-4937-b7c6-515293adeb51,Clifford II Bea,Biased,1,2023-11-04 16:46:12
b5006233-c46f-4c93-af21-e20642cd9bf6,Erica Villanueva,ang bias nyoooooo wa wenta,1,2023-11-04 16:45:46
31a03f6e-bb17-4451-9e91-b287f8e8e7b7,Redsky Restobar,WALA BLACKLIST SA TRAILER NG M5,1,2023-11-04 16:44:08
1c142172-274c-4870-a119-bbd4dd5fe18f,Sayyid Mufid,Tim idiiot dilegend kaya wariror,1,2023-11-04 16:43:28
6d59b9c0-66db-4cba-94bb-1a79226a33d6,Yin yang,Bias,1,2023-11-04 16:42:06
f50a72ee-e93c-412d-abfe-562bb25c9403,Oliver Manuel Pisico,Sayang kung libre lang skin ni chou stun maganda sana to kaso wala ehh,1,2023-11-04 16:41:49
e0668da2-2fac-4fed-8203-8ade27160e25,Judyann Barte,Blacklist need respect,1,2023-11-04 16:40:52
16145201-b24e-494f-837d-9216b9f1e430,Ner Gaming,money,1,2023-11-04 16:39:43
495c94ce-08ed-49cd-9648-932b3ebf9343,Jeff Ditona,Bias. Mobagames,1,2023-11-04 16:39:19
d78612b6-24fb-4fe1-ad14-404fa025c7f3,Yholie Marie Bullos,"bias, di niyo sinama yong sa m3 kung paano ginapang ng blacklist papunta sa m3.",1,2023-11-04 16:38:50
a50c3141-f18f-4fdf-97e9-ac0f9e45da63,anaid88 B.,BIAS,1,2023-11-04 16:38:17
dc088796-ec8b-4a30-a6d0-d5a0ce1c3910,D'Animaze,Bias,1,2023-11-04 16:38:10
33c320a8-d12b-4ec4-9869-dc49a784d36c,Jessica Torres,Matchmaking is not good at yung Blacklist hinde kasama eh M3 Championship naman sila HAHAHA FAVORITISM LOL 😂,1,2023-11-04 16:37:42
e62d7eed-604e-4b73-b853-ccd6379991dc,Ivan Vicente,"Be fair to the worthy game player of the league, Blacklist International really deserve to be recognized #BLACKLISTED #MONTOONBIASED",1,2023-11-04 16:37:00
dcf688bc-75f8-42ac-8760-76d5bf6e5078,Kent Dave Warguez,bat di niyo sinama highlights ng blck bias kayo.,1,2023-11-04 16:36:41
33c5056d-a54a-41c6-a0d6-4b513621aa5a,Stephenkent Mijares,Nice,5,2023-11-04 16:35:52
b3342db9-aa88-4124-a262-1a277edcbe69,delacruz jc,Walang kwentang laro nakaka bweset😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,1,2023-11-04 16:35:46
2967b841-735a-437a-9eac-78f2ecf38a3b,Josh.,No blacklist highlights in M5 lolllllsss,1,2023-11-04 16:35:36
ea8e1029-b834-49c9-a1a0-367feedcdf53,Arvin Jay Ragadi,Bias,1,2023-11-04 16:35:19
7f934764-bcad-4247-9fc1-2b5881436f72,Jemar Solayao,puro bobo kakampi ls tuloy sko h4up.,1,2023-11-04 16:34:39
d3f492e1-217d-46ca-bd7b-c72a9013046b,Nkkk Bj,I am ok with losing but losing because of teammates is not ok,1,2023-11-04 16:33:51
25d65e78-a9d8-400a-9be3-eb700df8cc79,Yuslizan basri,Losetreak terus bos,1,2023-11-04 16:33:06
25de63a0-ac0e-4a9d-8432-2af13d5c518a,eljin ray alvarez,Not worth it,1,2023-11-04 16:32:47
7388b37e-fbea-4e5a-8759-6abad45ec651,nikkie villanueva,bias,1,2023-11-04 16:32:36
0a1fe757-652e-4fc8-a710-fd0fc8621be4,Shawn Extreme (Shawn),Moontoon Bias M Series,1,2023-11-04 16:32:13
1394b433-be21-4742-a539-70b96375f2ef,NUEZ KYLE,I cant log in to my account named Kyle nuez i spent 1k+ money in there i was just trying to connect it to my fb account,1,2023-11-04 16:31:24
e96940c2-b0e0-4aca-9389-64389675322e,Dexter Borlongan,Be fair enough and respect the M3 World Champions!,1,2023-11-04 16:31:19
bb10361c-60bf-4893-b647-55236140e2eb,Chris Tian,Wag mo na uulitin moonton HAHAHA,1,2023-11-04 16:30:46
85b66514-445e-495b-8b98-102b94928e21,Ali_ squid,"MONTOON WHY YOU DIDN'T INCLUDE BLACKLIST IN THE M5 ANNOUNCEMENT!!! TANGINA TALAGA OHHH, BIAS HOO!!!!!",1,2023-11-04 16:30:46
a9e099c0-99bf-463e-82b2-4f9029314ded,Jonathan Abrigo,UNFAIR KAYO SA BLCK INT'L AH,1,2023-11-04 16:30:32
8fd8c77a-07ae-4119-a4ac-121a1c15086b,haemeowrin! kang,BIAS!!!! BULOK!!! GALIT SA BLACKLIST ULOL!,1,2023-11-04 16:30:24
022269af-d8de-4eed-a9e7-2cbf87655286,Erhol De Luna,Bias 🖕,1,2023-11-04 16:30:15
8a1279c3-84b1-4f34-b19c-76177b54540a,AS RNI,RESPECT BLACKLIST INTERNATIONAL,1,2023-11-04 16:30:10
f58e4772-bbb5-45bc-a2fc-5d00046077e4,Jovelyn Ledda,The game itself is enjoyable but their are many player who uses cheat.,1,2023-11-04 16:29:37
ead004b8-5754-414d-a80e-d55bc13984d5,Paolo Gacer,I love moonton,1,2023-11-04 16:29:28
a6a25c68-96c0-4997-b6ed-85a68c47bb6a,girlie labnao,sooooo dissapointed bruh,1,2023-11-04 16:29:05
5564b67d-0e8e-4dc1-874f-df13782369d1,Daniel Mejia,No blacklist in m5 highlights unfair,1,2023-11-04 16:29:00
98e3e1de-8f9b-48bb-b9fd-ae6b773d6da2,Jeserey Bautista,Keeps on lagging. Issues still unresolved.,1,2023-11-04 16:28:55
5704c810-d385-411d-a5fd-1c48553f03b6,Henry James,Bias,1,2023-11-04 16:28:43
5a039232-0613-4e71-9991-180f88621718,Jonathan Correa,Love this game,5,2023-11-04 16:28:40
efeb435b-8334-43f3-807a-320f24b3064b,dagwasi aldrin,no m3 champion,1,2023-11-04 16:28:02
dcc1d9ff-8da7-4ace-a3a9-e5297c68259a,Christy Mejasco,"No M3 clip in the teaser? Ok, this is my rate",1,2023-11-04 16:27:54
caadb1c1-d888-4e57-8ce6-1dbea29cf670,stormborn _,Game is great but it crashes from time to time. My phone has 3GB RAM.,1,2023-11-04 16:27:51
936002b2-64cf-4b9f-a35c-1b0975fc0e8f,Ahmad Fahrezi,"MATCHMAKING ADIL???!!! MANA BUKTINYA!!!!. GAADA YANG BERUBAHH, SAMA AJA KEK DULU!! UDAH PAKE SISTEM REPORT PERTANDINGAN MASIH GA BERUBAH GA GUNA TOLONG DIPERBAIKI SECEPATNYA!!",4,2023-11-04 16:27:17
a3ce240d-f3b3-4097-bc7c-3f9e82b9359f,Cheramie Brobo,Bat walang blacklist? Explain,1,2023-11-04 16:27:13
3ee9e38e-5828-4f2a-ace1-c04c7c9ba292,Keith Pascual,Let players get what they deserve!,1,2023-11-04 16:27:06
4676a698-95bb-49cd-bbc1-0d0a4f93999c,Marlice Gonzales,BIAAAS,1,2023-11-04 16:27:02
6ad929bb-74a6-4119-a2c8-e46110756904,tonet Pogosa,Bias😠😠😠,1,2023-11-04 16:26:54
20b84d20-d85b-4c01-839c-f0f3136eea7d,Khian Cloma,asang ang highlights ng blacklist sa m5😡😡,1,2023-11-04 16:26:31
56b9e6b5-6fcb-4a0e-a880-a0d224e72eb2,Warren,To much hate for blacklist,1,2023-11-04 16:26:08
f16068fc-2ada-460e-a9bd-f80fe0eb6598,Joshua Pabalan,HAYOP KA MONTOON BIAS KA 🤬🤬😡😡🤬🤬,1,2023-11-04 16:25:55
6612508b-6b80-4739-985d-7dda7612223b,Stephanie Baguisi,Moneytoon.,1,2023-11-04 16:25:51
dcad166e-ccaa-4c9f-bfce-8bb821075769,john rowel arroyo,ok naman medyo malag lang,1,2023-11-04 16:25:43
721ef5c6-ed88-4c54-a902-e344857ed4eb,SkilledzKnight,"Trash game, shut down now, wildrift is far more better than this piece of scrap.",1,2023-11-04 16:25:22
de6b42b2-d2a1-418b-94d4-9303797d8ea1,"LADAO, RENEL JOY",Bias to black list,1,2023-11-04 16:25:18
0fe663e4-487a-4b9e-b2a7-9ad3e3a4cd30,Erika Gaile Derona,unfair treatment to blacklist international,1,2023-11-04 16:25:16
48e5f16b-0712-4218-a09f-bdb998e88dfd,Piolo Mendez,Where is m3 champion blacklist?!!😡,1,2023-11-04 16:25:10
a39dfd02-e73d-4434-b665-945ead7a287f,Marlon Espares,Bias,1,2023-11-04 16:24:59
ffd7f506-a584-4cbb-b8f7-7270ffe7088a,John Esparrago,WHERE IS BLCK IN M5 TRAILER?,1,2023-11-04 16:24:56
8affe519-eef4-4d61-8a7c-a3d7ee8576ac,wens wens,lags a lot,1,2023-11-04 16:24:56
0810cee0-6c0f-4c6a-afb2-c43425fa4c3d,Jaira Tobias,bias,1,2023-11-04 16:24:45
8523c895-b83e-4a25-ac21-43999fd95dcb,Rizaldy Salvacion,May Favoritism,1,2023-11-04 16:24:45
3c855e85-6f84-44e3-9568-69a545580b0a,James Duran,bulok na laro,1,2023-11-04 16:23:58
223da9ef-c508-4461-9a60-f45b168ad515,Jeannel Laude,Not professional and unethical,1,2023-11-04 16:23:57
199e5abc-3dbb-4a3d-beb8-91811bd3f36b,Ardhie Bisco,Bias Game,1,2023-11-04 16:23:31
18c80e42-f85d-4e03-9997-284f002a0dde,Rashid Channel,Nice,1,2023-11-04 16:22:44
72c0a2c5-dba3-4f8c-bd6b-4e5e3fb4d6cd,Danilo Bactong,Challenging and more fun to play with friends,5,2023-11-04 16:22:22
8b49b49c-49ae-40e7-b151-fcf7dab9c850,Alexander Bernardo,Nerf nyo nalang lahat na hero,1,2023-11-04 16:22:16
62805b85-7b9a-4398-8d17-346493c96ff2,Emozette Faulkerson,Bias masyado e! May galit ata sa BLCK lalo na sa VeeWise!!!,1,2023-11-04 16:22:11
230a3102-c4bc-4db0-8053-f4c776540675,Carlcarl14 Carmona,kahit si moonton may kinakampihang team napaka bias 1 star ka ngayon,1,2023-11-04 16:21:39
92eb4431-74fc-48e4-aa0e-379f0ebb753a,BJ POGI,its better when some abandomed teammate will be outscored automatically and it will be punished by not having ranked matches in 4 games in the classic mode,1,2023-11-04 16:21:39
3227c3df-74c4-4181-970c-c5daa9278a43,Saskia Dela Cruz,moontoon you are so unfair to BLACKLIST INTERNATIONAL!!!,1,2023-11-04 16:21:33
48b8a2dc-4c36-400b-a0dd-fe3e68824f14,Joeanne Maghinay,1 star ulet binoboycott nyo ung blacklist sa mga M series videos nyo‼️‼️‼️,1,2023-11-04 16:21:21
750f64a2-712b-4e05-b049-777a04408342,Teodylle Guerrero,Nice!,1,2023-11-04 16:20:54
836212eb-ed1f-45ea-9063-5c987e6dd39d,Kate kiel Cuaresma,So biased,1,2023-11-04 16:20:07
cd926e6d-cf18-4712-8e93-040cd8684753,DR Tapic,Montoon hates BLK/VW lol,1,2023-11-04 16:19:39
828f43d0-f04a-4691-b3ae-eed5902c9dfb,X1999X,It's amazing gAme but it's pay to win,5,2023-11-04 16:19:30
dc63d917-565d-4499-bc0b-4cc62166748a,Joken Ico Vlog,Amazing Online Games 💕💕💕💕,5,2023-11-04 16:19:29
eba6b0f3-fd91-4134-b946-3683cebbb26a,Suhaila Suhaila,"permainan dia dah cantik and best tp game ni selalu kena update so susah lag untuk kitorang yg susah nak cari strange ni.well to me dia terlalu banyak update hero"" baru and dia buat aq rasa macam kurang best dah lah.",4,2023-11-04 16:19:27
311cee8e-214c-477e-b489-14cb46e9ba01,Mark anthony Laurio,unfair to blacklist international,1,2023-11-04 16:19:05
2ee7aa60-703a-43c6-8051-3af8cdf49e8a,Prince 03,Super toxic the community,1,2023-11-04 16:18:39
cb110f1f-6522-4941-bf90-5586513af47e,leizer ceniza salcedo,Very favoritism si moonton tsaka di pa maayos Ang matchmaking,1,2023-11-04 16:16:20
23a7733a-0fa9-48f7-92ab-566bb18cc8d0,Razy Gaming,Apalah,1,2023-11-04 16:15:41
eb38abd7-896b-41e4-9f3f-dd36e23ab8c4,rommel estal,It's a good game I am fond of it and I like how it allows offline I would play this everyday but after the update I can't change the map,4,2023-11-04 16:13:39
628f05d6-e65e-42f5-a5bb-fdbd437303cd,Alinor Mautante,gave me diamond plzz god bless,5,2023-11-04 16:10:48
4c37cac3-c887-4b33-9733-c8728384d2d8,Joshua Manguba,Moontoon pabigay nga ng magandang teammates sa rank,5,2023-11-04 16:08:56
927272b2-cfa1-418a-b7b9-ffbe7f25bcbf,lorine wakache,nice,5,2023-11-04 16:08:20
0728172d-e520-4fbf-9d16-657f46f92179,Christian Jimenez,Hahah,5,2023-11-04 16:08:19
9d9c7a4f-e899-4854-921f-cf77a358b035,Cleo One,It is so fun Def recommend,5,2023-11-04 16:06:53
83fb325f-c43e-4461-a905-05234a64027e,Shoyo Unofficial,"I'll give this game a 1 star it's because of my teammates,My teammates are worst I'm trying my best to win the game but my teammates are worst/toxic players I'm 10 matches loss streak",1,2023-11-04 16:05:32
81dfd228-2db9-4234-bc4b-d0ccdd72e50a,Franco Lalag,Mahirap maglaro lalo na walang nagbubuhat sa iyo kaya dapat kailangan mong maging magaling para mabilis kang mag high rank tapat,5,2023-11-04 16:03:11
b6d3823b-8e7b-4b91-8937-85f59e2b83a2,Rifan Dwi Prasetya,Ok,5,2023-11-04 16:02:22
ab443dc0-8784-4b6a-b022-8009e422d649,Widi,"PLEASE UPDATE PREMIUM SHOP FRAGMENT, MY FRAGMENT 3K CAN'T USE PLEASE UPDATE NEW SKIN IN PREMIUM SHOP",4,2023-11-04 15:58:05
eeebd39f-6914-4617-83ab-a6b81fd195c2,Jayvee Diaz,Nice game.and you can comunicate to other person with this game,5,2023-11-04 15:58:04
93908c9d-bcfc-4368-8c06-90d0278661d8,Danmanuel Pogikopalagi,"You're enemy is like a demon player a unstoppable, but you're teammate is just like a worm 😭🤌🤌🤌",1,2023-11-04 15:57:43
b48696df-f018-4709-a825-41d52ac52f8f,Kamilah Afizah Pendatun Lanto,Very entertaining overall il give it 5 stars!,5,2023-11-04 15:55:51
ada596a7-e6ba-48a1-9c91-f3ccc4ec0d33,Jazelle Jade B. Lama,It so very great Mobile Legend's games,1,2023-11-04 15:55:42
690c734f-b2b0-4f8a-b926-5d230af68387,Freud Cydric L. Tamba,"BROKEN GAME, MATCH MAKING IS A TRASH, AND ALSO REPORTING SYSTEM IS BROKEN IT IS BASED ON GOLD EARN AND KILLS NOT PERFORMANCE? 1 STAR",1,2023-11-04 15:55:33
059a24e6-f758-423e-89f4-7e0749387a7a,Sonny Rostata,Ang pangit na Ng match making,1,2023-11-04 15:54:06
58a2c6e8-feab-405a-8446-bfb5ba12f3db,Kok Hui,When making mlbb your level must be sma like we had to play with a new player that is mythic wow,1,2023-11-04 15:53:56
4dd23c38-3465-4bf5-aa1f-d5e174dbdd3d,Garedjr Tano,Amazing game...,5,2023-11-04 15:53:38
ff742ca8-403c-40e6-a2b9-45cdc9fb1f5a,Rosemarie Paglinawan,Happy,5,2023-11-04 15:49:53
5a3b3db1-c1e2-4ce3-9de8-fb120d777f98,Mije Busu,I'm very surprised I came to this game years ago.,5,2023-11-04 15:48:30
7e7abca8-be21-4b5d-b13b-09b8e70a37d9,Rakib Yt,This game rewards is so bad 😞😞😞,1,2023-11-04 15:45:45
15c9d44d-0d0d-4232-9b42-b98c736cba71,Thine Rivera,BIASED,1,2023-11-04 15:45:10
f29d77e9-a369-4a2e-9346-64c20a0ccd36,Rimuru Tempest,U should add practice mode at offline mode,3,2023-11-04 15:44:36
5acebbf9-d753-42e8-82ee-6d07281797d9,Raif Vr,"Dark system montoon sangat menyusahkan, tim yang didapatkan sampah semua, makasih montoon tidak berguna, sampah, suka nge mute orang ketika berkata kasar",1,2023-11-04 15:44:26
a625952f-69d6-4b4f-bc26-81a534c8bafa,Renante Balatucan,Good,5,2023-11-04 15:42:26
f8bcb378-4596-49da-8b94-c647a5b3c569,Jay Ar Bumacod,This is a legal low-key scam 🤣,1,2023-11-04 15:40:35
6fa8e53e-9b6d-4cb7-8e4a-deec4c201f43,Hein Htet San,I want free diamonds,5,2023-11-04 15:39:26
525d0ce6-c988-49dd-bbba-7a38920c5582,CHOY Sin Qi,I am download form google play Still ask me download form google play if not will get ban,1,2023-11-04 15:37:56
4e399dc8-776b-461c-9e48-eebe07c3e2ef,Matthan Pontillas,good game and good quality 😁,5,2023-11-04 15:35:34
7ba296dd-81f1-4f9b-9b4e-ce6f6e5a3595,Kyaw Thu Zin,i love it,5,2023-11-04 15:34:04
71fb1aef-e998-4f3d-b6d9-ce3bf338f53c,karen iris cebrian,game is exetremely good,5,2023-11-04 15:33:56
42608f80-c09b-4d9f-89ad-835757f7bbc4,krime burn,not bad.,3,2023-11-04 15:33:52
68c71a76-1ea6-4fc6-a111-f0296a89444f,Phyo Thiha Kyaw,It is not moonton .It's Moneyton,1,2023-11-04 15:33:44
adc94b61-a44b-4367-9a8c-81beded8138e,Kjgfcf Kjgfcf,good,5,2023-11-04 15:32:36
2fd1b42d-8fc5-4a61-81d8-362a19afb10c,Kyaw Phyo,ငါကဒေါင်းမရဘူး,5,2023-11-04 15:31:39
bf08513d-a855-4df2-ba95-6fd7b1851a0f,Sophia Ikaria,Ate,5,2023-11-04 15:31:07
bcdab1d4-5c93-42fe-999d-a250a8cda16c,Neftali Dayo,I rate it 5 star,5,2023-11-04 15:29:57
6ae14d0f-0643-4508-ae7f-e30393f7fdf1,Ronald Mira,bias,1,2023-11-04 15:26:29
5394a2be-ac91-4027-b3b0-176c384efd21,Ronie Macapagal,Gemeng player not pimusss ahahha,5,2023-11-04 15:25:52
43a97ad9-5a3c-45d1-8e27-05cd3b0d1da5,Jorgana Jeronalista,Ayuz.. but can u fix bug because im lwgging too much,4,2023-11-04 15:25:03
cf7ac28a-58ca-40a2-89d6-e6413afe0955,Danish Najib,Bro i buy diamond in this game but it didn't give me i have been waiting for it for days but but still didn't give me i tried two time and still doesn't give me diamond waste of money,1,2023-11-04 15:23:18
eaff64af-2f3a-4ca4-8390-25fd8fbf9a91,Yashiro Nene,I like play mombile,1,2023-11-04 15:21:45
0fce4217-9f9a-4cd8-92e5-6ba35a342218,Kennith Shynne,Bias,1,2023-11-04 15:19:24
ac26c3c2-d2f7-4281-8e90-3815b8841bef,Stephen Corciega,Basuraang laro tapos Kona ma download lahat ng resources. Tapos 1 time nag crash g open ko nawala lahat ng resources as in back to zero talaga!!! Walang kwentang app to basura,1,2023-11-04 15:18:37
5c12c90f-efb8-4324-bc87-dcc498026dba,Arevic Baradillo,Chou the beginning of the beginning and ending in the future please reply back to you as well as a result the future please reply back the world to you as a result I have a good time to get to you as we have a good idea to you soon love to you with your company is not the intended two weeks we take the first time in the future and I will wait for two ty it to my work email address is no need to you soon with more than one of the beginning and ending in the first to you soon love Kay dili two wee,3,2023-11-04 15:16:40
827c9555-e400-45f8-a91e-0acec53d6dee,IRFAN MUAZZAM BIN GAPAR,So lagging,1,2023-11-04 15:16:22
e871a933-a043-47dc-a825-9c95d31a7949,Niña Gecarani,I love this game so much! It helps me find good friends!,5,2023-11-04 15:15:00
67c5b1f4-014e-4c5d-a22d-3fff5bd10ebf,Jehersky arrand Hernandez,HINDI NAG BIBIGAY NG MAGANDANG SKIN PURO ELITE,2,2023-11-04 15:13:52
6cc4f388-23c9-4aca-88f2-c6f33ccce88f,Christian paul Zarsa,because I love mobile legend,1,2023-11-04 15:13:37
f40dc918-c281-4227-b6a5-7358103ceda4,Bright Ibanez,BIAS TO OTHER TEAM IN THE PHILIPPINES!!!!!! BIAS MOONTOON!!! AND CHEATERS CAN EASILY PLAY AND JOIN GAMES. MOONTON CAN'T DETECT IF THE PLAYER IS USING CHEATS.,1,2023-11-04 15:12:30
825b5b85-e2b6-4840-b685-28d1816e2448,Charlsvien Moro,Not balance teammates and enemies.,1,2023-11-04 15:12:21
ca8b287d-4cc1-4edc-b0e0-bc8805c557cd,Eijneb Zenodro,Not being fair to all M Champion... Biased...,1,2023-11-04 15:12:16
b692c681-ba56-4916-bc28-59fa6ad892f5,杜金登Durgkeen,Thank u for the lose streak from mythic honor25 to mythic 5 thank u so much,1,2023-11-04 15:11:05
27a747ae-ed4b-4b36-9ab3-2ffc663db72d,Christian Paul Moreno,Bias,1,2023-11-04 15:10:30
db834547-c12f-4a74-8f29-683d3966f56e,Allisa Layson,Bias moontoon no highlight for BLACKLIST,1,2023-11-04 15:10:25
aeca85cf-0bd3-404f-ad63-2c805b5f909d,Capagua John Rovicson E.,bias masyado,1,2023-11-04 15:10:03
b2c83d93-8b10-42f7-b3b9-b1d68ac3d0b9,Anna Samontina,BIAS.,1,2023-11-04 15:09:39
4ef32fbb-545b-4f06-b298-c353badb97f1,Mark Lester Manga,this game is unfair in your performance in game alll team had all bronze medal i didn't report them but they report me even though i got a silver medal and suddenly my credit score decreases 8 points what kind of fair game is this?,1,2023-11-04 15:09:31
